1	2.371
2	2.371
3	2.371
4	2.371
5	2.371
6	2.371
7	2.371
8	2.371
9	2.371
10	2.371
11	2.371
12	2.368
13	2.368
14	2.368
15	2.368
16	2.368
17	2.368
18	2.368
19	2.368
20	2.368
21	2.368
22	2.368
23	2.366
24	2.366
25	2.366
26	2.366
27	2.366
28	2.366
29	2.366
30	2.366
31	2.366
32	2.366
33	2.366
34	2.363
35	2.363
36	2.363
37	2.363
38	2.363
39	2.363
40	2.363
41	2.363
42	2.363
43	2.363
44	2.363
45	2.360
46	2.360
47	2.360
48	2.360
49	2.360
50	2.360
51	2.360
52	2.360
53	2.360
54	2.360
55	2.360
56	2.357
57	2.357
58	2.357
59	2.357
60	2.357
61	2.357
62	2.357
63	2.357
64	2.357
65	2.357
66	2.357
67	2.355
68	2.355
69	2.355
70	2.352
71	2.352
72	2.352
73	2.352
74	2.352
75	2.352
76	2.352
77	2.349
78	2.349
79	2.346
80	2.347
81	2.345
82	2.344
83	2.344
84	2.344
85	2.344
86	2.344
87	2.344
88	2.344
89	2.344
90	2.344
91	2.344
92	2.182
93	2.182
94	2.182
95	2.182
96	2.182
97	2.182
98	2.182
99	2.182
100	2.182
101	2.183
102	2.182
103	2.177
104	2.177
105	2.177
106	2.178
107	2.178
108	2.178
109	2.178
110	2.178
111	2.178
112	2.178
113	2.178
114	2.174
115	2.174
116	2.174
117	2.174
118	2.174
119	2.174
120	2.174
121	2.174
122	2.174
123	2.174
124	2.174
125	2.171
126	2.171
127	2.171
128	2.171
129	2.171
130	2.171
131	2.171
132	2.171
133	2.171
134	2.171
135	2.171
136	2.168
137	2.168
138	2.168
139	2.168
140	2.168
141	2.168
142	2.168
143	2.168
144	2.168
145	2.168
146	2.168
147	2.164
148	2.164
149	2.164
150	2.164
151	2.164
152	2.164
153	2.164
154	2.164
155	2.164
156	2.164
157	2.164
158	2.159
159	2.159
160	2.159
161	2.159
162	2.159
163	2.159
164	2.159
165	2.159
166	2.159
167	2.159
168	2.159
169	2.155
170	2.155
171	2.155
172	2.155
173	2.155
174	2.155
175	2.155
176	2.156
177	2.156
178	2.156
179	2.156
180	2.154
181	2.154
182	2.154
183	2.154
184	2.154
185	2.154
186	2.154
187	2.154
188	2.154
